product_title,product_description,marketplace,product_category,gpt_response,sustainable_features
UltraGard 4-479BC Polaris Slingshot Full Cover Classic Series Weather Water Resistant Windshield Liner Protection from Dust Proof Dirt Rain Sun Rays (Black/Charcoal),"UltraGard powersports covers brings their knowledge and sewing skills to the Polaris Slingshot with unparalleled value with their Classic Series Cover. Fits all models of Slingshot including the latest 2021 offering. This outstanding cover has UltraGard interlocking double stitched seams for durability and high visibility logo and reflective accent strip that UltraGard Classic Covers are known. Its black over charcoal design is a great compliment to the fast lines of the Slingshot. Includes bungee cord at hem, zippered storage pouch and air vent flaps to allow warmer air to escape. Includes liners for windshield, roll bar and tail fin. Draw strap front and rear allows the hem to be cinched tight with a quick release buckle.About this item Fits all Polaris Slingshot Models Windshield Liner Weather Resistant Touring Cover › See more product details",ebay,Automotive,"{'energy efficient': 'The UltraGard 4-479BC Polaris Slingshot Full Cover Classic Series Weather Water Resistant Windshield Liner Protection from Dust Proof Dirt Rain Sun Rays (Black/Charcoal) is energy efficient because it is designed to provide protection from the elements while still being lightweight and breathable, allowing for air to escape to reduce heat buildup and conserve energy.', 'recyclable': 'The cover is made of durable materials that can be recycled after use.'}","['energy efficient', 'recyclable']"
"Ergodyne N-Ferno 6823 Balaclava Ski Mask, Wind-Resistant Face Mask, Hinged Design to Wear as Neck Gaiter","The Ergodyne N-Ferno 6823 Wind-Proof Hinged Balaclava Face Mask delivers the cold-blocking protection of a full face mask but can also be worn as a neck gaiter or face shield. The unique hinged design allows you to adjust the amount of coverage you need depending on the weather. Made from stretchable, breathable fleece for a comfortable fit that seals out the cold. Wind-resistant fabric covers the nose, mouth, and neck for added warmth where you need it most. Reflective accents add visibility at night or in low-light conditions. This winter face mask is perfect for those who work in construction, freight/baggage, drilling/mining, oil/gas refining, iron/steel, delivery/service, landscaping/grounds, warehousing, and working in refrigerated areas. Can also be worn as a ski face mask or worn hunting, climbing, running, cycling, boating, skating or other outdoor sports. One size fits most and can be worn alone or under hard hats, ski helmets or other head protection.100% Polyester Imported Pull-On closure Machine Wash WIND-RESISTANT – Protective fabric paneling over face shields against the wind’s bite BREATH EASY – Align mesh panel over the mouth for optimal airflow HINGED DESIGN – Can be worn in 3 different ways: open face balaclava, neck gaiter or full ski mask HIGH-QUALITY THERMAL FLEECE – Warmth in mild to extreme conditions LONG LENGTH – Full head & neck coverage that easily tucks into jackets REFLECTIVE ACCENTS – Help keep workers safe and seen Show more",ebay,Automotive,"{'reusable': 'The Ergodyne N-Ferno 6823 Balaclava Ski Mask is designed to be worn in 3 different ways: open face balaclava, neck gaiter or full ski mask, making it reusable for different weather conditions and activities.', 'energy efficient': 'The Ergodyne N-Ferno 6823 Wind-Proof Hinged Balaclava Face Mask is designed to provide cold-blocking protection and warmth, using stretchable, breathable fleece fabric which helps to conserve energy by providing insulation from the elements.', 'recyclable': 'The Ergodyne N-Ferno 6823 Balaclava Ski Mask is made out of 100% polyester, which is a recyclable material.', 'non-toxic': 'The Ergodyne N-Ferno 6823 Balaclava Ski Mask is made from 100% polyester, which is a non-toxic material.'}","['reusable', 'energy efficient', 'recyclable', 'non-toxic']"
Schwinn Adjustable Bike Kickstand,"Schwinn Adjustable Kickstand is a heavy duty constructionAbout this item Fits most bicycles with wheel sizes between 16"" and 24"", top attaching bracket measures 2""x1.3"" Easy to install with the simple use of a 16mm or adjustable wrench and Phillips screwdriver Steel construction offers lasting durability Coil spring keeps kickstand securely tucked away while riding Easy to adjust based on the height of the bike",ebay,Automotive,"{'reusable': 'The Schwinn Adjustable Bike Kickstand is made of steel construction, which offers lasting durability and can be used multiple times.'}",['reusable']
"Air Lift 21838 Union Tee, Silver",AIR LIFT 21838About this item Product type :AUTO PART Package dimensions :1.6 cm L x4.0 cm W x8.2 cm H country of origin :United States package weight :37.15lbs › See more product details,ebay,Automotive,"{'recyclable': 'The Air Lift 21838 Union Tee is made from materials that can be recycled.', 'low carbon footprint': 'The Air Lift 21838 Union Tee, Silver does not require the use of any energy to produce, making it a low carbon footprint product.'}","['recyclable', 'low carbon footprint']"
"AstroAI Digital Tire Pressure Gauge 150 PSI 4 Settings for Car Truck Bicycle with Backlight LCD and Non-Skid Grip Car Accessories, Silver (1 Pack)","About this item ▲Check out our VIDEO on the left side and take a quick tour of AstroAI tire gauge! Backlit LCD display and Lighted nozzle for visibility in dimly light areas, stocking stuffers for men and women Designed to maintain correct tire pressure, reduce tire wear and extend tire life; Digital display reading instantly and clearly being shown, no longer do the guesswork of analog gauges Nozzle easily forms a seal with the valve stem on Schrader valves and Presta stems with valve adaptor if you need, giving quick and accurate readings in 0.1 increments; 4 settings with range: 0-150PSI / 0-10Bar / 0-10Kgf/cm² or 0-1000KPA Simply press ""ON/UNIT/OFF"" button to turn on the tool, select the range, and automatically shut off in 30-40 seconds to save the power; Non-slip texture makes it easy to hold onto and the ergonomic design is both suitable for men and women's hands. Gauge automatically resets when taking pressure, no need to calibrate or reset the device Battery included; Perfect car accessories gifts for men; Versatile use for cars, trucks, motocycles, bicycles etc › See more product details",aliexpress,Automotive,"{'energy efficient': 'The AstroAI Digital Tire Pressure Gauge is designed to maintain correct tire pressure, reduce tire wear and extend tire life. The digital display reading instantly and clearly shows the pressure, eliminating the need for guesswork. The gauge also automatically shuts off in 30-40 seconds to save power.'}",['energy efficient']
"DEWALT 20V MAX Tire Inflator, Compact and Portable, Automatic Shut Off, LED Light, Bare Tool Only (DCC020IB)","Our 20V MAX* Corded/Cordless Air Inflator can run on any one of three power sources for maximum versatility: 20V MAX* battery, 12V DC, or 110V AC. Use it on the jobsite, or on the go. Air inflator features a high-pressure rubber hose for durability. The threaded chuck and included onboard accessories make it easy to inflate items from tires to footballs. Setting desired air pressure is simple with the digital gauge, and the auto-shutoff provides accurate inflation. The high-volume hose allows fast inflation of mattresses and other inflatables with the push of a button. Move the hose to the deflation port for quick and easy take down. An onboard LED light of the portable tire inflator helps to provide illumination in dark spaces. Heavy-duty rubber feet help reduce walking while in use. Battery, charger, and AC power adapter are sold separately.About this item Air compressor tire inflator comes with high-pressure inflation mode with automatic shutoff Digital tire inflator has high-volume inflation and deflation modes LED light of the portable tire inflator for car helps to provide illumination Three power sources for inflation on a jobsite and on the go (e.g. 20V MAX battery, 12V DC, or 110V AC) Convenient onboard accessory storage Heavy-duty rubber feet help reduce walking when in use Threaded chuck for secure connection to inflation valve › See more product details",aliexpress,Automotive,"{'energy efficient': 'The DEWALT 20V MAX Tire Inflator is powered by three power sources: 20V MAX battery, 12V DC, or 110V AC, making it energy efficient and versatile.'}",['energy efficient']
"CRAFTSMAN Air Compressor, 6 Gallon, Pancake, Oil-Free with 13 Piece Accessory Kit (CMEC6150K)","6 Gallon Air Compressor is Proudly Made in the USA with Global Materials in Jackson, Tennessee and features an oil-free pump making it more durable and maintenance free.About this item The portable air compressor is proudly made in the USA with Global Materials in Jackson, Tennessee PORTABLE: 6 gallon capacity maximizes portability and stored air for CRAFTSMAN air compressor NO MAINTENANCE: Durable, oil-free pump of the 6 gallon air compressor is made for long-life and no maintenance PRESSURE: 150 Max PSI to ensure adequate cut-inch pressure for a variety of applications QUICK RECOVERY TIME: 2.6 SCFM at 90 PSI allows for quick compressor recovery time › See more product details",aliexpress,Automotive,"{'energy efficient': 'The 6 Gallon Air Compressor is made with a durable, oil-free pump that is designed to be long-lasting and require no maintenance, making it more energy efficient than other air compressors.', 'low carbon footprint': 'The CRAFTSMAN Air Compressor is made in the USA with Global Materials, which reduces the carbon footprint associated with shipping and transporting materials from overseas.'}","['energy efficient', 'low carbon footprint']"
"NEIKO 20601A 14.5” Steel Tire Spoons Tool Set, Tire Tools Include 3 Piece Tire Spoons, 3 Piece Rim Protector, Valve Tool, 6 Piece Valve Cores, Motorcycle Tire Changer, Dirt Bike Tire Levers","20601A Neiko Tire Spoons Rim Protector and Valve Tool Set is the perfect tool for any mechanics, homeowners, or DIY-ers! Whether you’re working on a car or motorcycle, this complete package of tools is great for removing damaged tires. The set not only includes one, but three flexible rim guards to prevent any damage to the rims while using the tire spoons. As an added BONUS, the set includes 6 Brass Schrader Valve Cores for convenience. Product Features: - Tire spoons are constructed of high quality Hardened Steel-Iron for ultimate durability/strength - Chrome polish finish that protects the tool from rust/corrosion and allows for hassle-free cleaning - Curved tips allow for easy insertion to any and all applications - Extra long length lever at 14.5 inches to easily prop out damaged tires without using extra force - Ergonomic, contoured, rubberized groove handle provides a natural non-slip grip while reducing hand fatigue and maximizing leverage power - 4 point valve tool with mouth side for attachments of various bits, deflation needle side that can be used to deflate the needle or remove stuck rocks in tire grooves, valve core side for quick removal and installation of valve core stems, and the screw thread side to easily clean the threads of the wheel stemsSTEEL-IRON TIRE SPOONS: Each tire lever is constructed of hardened steel-iron with curved tips that provides strong toughness and reliable durability. WHEEL PROTECTION: Each tire spoon kit comes with three highly durable polypropylene rim protectors to prevent damage to the rims while working on motorcycle, lawnmower, or dirt bike in conjunction with the tire changing tools. LONGER TIRE TOOLS: Each tire iron spoon is an extra-long lever at 14.5 inches and offers more leverage and power when changing tires. 4-POINT VALVE TOOL: The included 4-point valve tool allows for quick and easy deflation of tires and valve core replacement when changing tires. TIRE APPLICATIONS: This tire lever tool set includes bike and dirt bike tire spoons, ATV, lawn tractor, garden tractor, lawnmower, car, and motorcycle tire spoons for tire changing. › See more product details",aliexpress,Automotive,"{'energy efficient': 'The Neiko 20601A 14.5” Steel Tire Spoons Tool Set is energy efficient because it is constructed of high quality Hardened Steel-Iron, which is a durable and strong material that requires less energy to produce than other materials.', 'recyclable': 'The Neiko 20601A 14.5” Steel Tire Spoons Tool Set is made of hardened steel-iron, which is recyclable.'}","['energy efficient', 'recyclable']"
"Klein Tools ET450 Advanced Circuit Breaker Finder and Wire Tracer Kit for Energized and Non-Energized Breakers, Fuses, and Wires","The Klein Tools ET450 Advanced Circuit Tracer Kit is a professional tracer for energized and non-energized breakers, fuses, and wires. When the Transmitter is connected to a circuit, the Receivers sensitivity can easily be adjusted to detect the transmitted signal on breakers, fuses, and wire through drywall, cement block, and underground. Kit comes with transmitter, receiver, blade and ground prongs, alligator clips, 3-Foot and 20-Foot lead adapters, AC plug leads, instructions, all required batteries, and a hard carrying case with handle for convenient transportation and storage.About this item RELIABLE CIRCUIT TRACING of energized or non-energized breakers, fuses, and wires DETECT TRANSMITTED SIGNAL through drywall, cement block, and underground with easy to adjust sensitivity levels TRACE WIRE, CONDUIT OR PVC PIPES or trace a single wire in a bundle for versatility AUDIBLE AND VISUAL INDICATORS on receiver denotes signal strength NCV FUNCTION AND FLASHLIGHT on receiver for additional functionality 12V, 48V, 120V, 240V, AND 480V AC/DC external voltage indicators on transmitter ADVANCED KIT comes with transmitter, receiver, blade and ground prongs, alligator clips, 3-Foot and 20-Foot lead adapters, AC plug leads, instructions, all required batteries, and a hard carrying case",aliexpress,Automotive,"{'energy efficient': 'The Klein Tools ET450 Advanced Circuit Tracer Kit is an energy efficient tool that can detect transmitted signals through drywall, cement block, and underground with easy to adjust sensitivity levels. It also has 12V, 48V, 120V, 240V, and 480V AC/DC external voltage indicators on the transmitter, making it a highly efficient tool for tracing wires, conduits, and PVC pipes.'}",['energy efficient']
"DEWALT Drill Bit Set, 14-Piece, 135 Degree Split Point, For Plastic, Wood and Metal (DWA1184)","The DEWALT Black & Gold Metal Drill Bits feature a black and gold coating for preventing rust. The tapered web design provides extreme durability to resist breakage. The bits feature a 3-flats shank to reduce spin-out in the chuck. The Black & Gold metal drill bits are made of heavy-duty High Speed Steel for drilling into a variety of materials including plastic, wood, and metal. Each bit features a 135° split point tip design to help reduce walking.About this item 135 Degree Split point tip design to help reduce walking High Speed Steel to be used in plastic, wood, and metal Tapered web design for extreme durability and resisting breakage Black and gold coating to help prevent rust and wear 3-Flats shank to reduce spin-out in the chuck *Size markings on the drill bit shank for identifying sizes quickly › See more product details",amazon,Industrial & Scientific,"{'energy efficient': 'The DEWALT Black & Gold Metal Drill Bits feature a tapered web design which provides extreme durability and resists breakage, making them energy efficient and long-lasting.', 'low carbon footprint': 'The DEWALT Black & Gold Metal Drill Bits are made of heavy-duty High Speed Steel, reducing the amount of energy required to produce them and thus reducing their carbon footprint.', 'recyclable': 'The DEWALT Black & Gold Metal Drill Bits are made of heavy-duty High Speed Steel, which is a recyclable material.', 'non-toxic': 'The DEWALT Drill Bit Set is made of heavy-duty High Speed Steel and features a black and gold coating to help prevent rust and wear. The materials used are non-toxic and safe for use in a variety of materials.'}","['energy efficient', 'low carbon footprint', 'recyclable', 'non-toxic']"
HHIP 3900-5130 CXA 6 Pc Set - Wedge Type (251-333),"Interchangeable with Aloris® and DORIAN® same series ~ 6 piece set includes 5 holders: No. 1 - Turning & Facing; No. 2 - Boring, Turning & Facing; No. 4 - Boring, Heavy Duty; No. 7 - Universal parting blade; No.10 - Knurling, Facing & Turning. Set also includes a wedge type tool post. ~ Wedge Type with Swing Capacity of 13-18"" ~ All working parts hardened and ground. ~ Completely sealed for maintenance-free operation. ~ Increases productivity of all lathe operations. ~ Precision design to assure repetitive accuracy. ~ A: 2.16"" ~ B: 1.68"" ~ D: .565"" ~ a: 3-1/2 ~ b: 5-1/8 ~ c: 3 ~ d: 3/4 ~ e: 1-7/8 ~ h: 6-1/8 ~ r: 7-7/8Interchangeable with Aloris and DORIAN same series tool Holders All working parts hardened and ground Wedge Type and Swing Capacity 13-18"" Increases productivity of all lathe operations Completely sea LED for maintenance-free operation and precision design to assure repetitive accuracy",amazon,Industrial & Scientific,"{'low carbon footprint': 'The product is made of hardened and ground parts, which are durable and require less energy to produce, making it have a low carbon footprint.', 'energy efficient': 'The HHIP 3900-5130 CXA 6 Pc Set - Wedge Type (251-333) increases productivity of all lathe operations, thus reducing the amount of energy used in the production process.'}","['low carbon footprint', 'energy efficient']"
"NEIKO 02638A 5-Inch Automatic Center Punch for Metal, Adjustable Impact Spring Loaded Center Punch Tool, Spring Punch, Center Punch Spring Loaded, Auto Center Punch","NEIKO introduces our 5-Inch Automatic Center Hole Punch for making precise and accurate drill marks. When you’re on the job, you need an accurate way to mark surfaces for a drill or hammer to fasten in the necessary bolts or screws. A center hole punch helps you mark the precise spot for where you want to drill on a specific type of surface. Whether you need a hole puncher for heavy-duty metal, an awl tool for leather, or a hole marker for wood, plastic, or glass, this center hole punch can set a marker on any hard material.To use this device, activate it with a firm downward push on the cap, and the spring-loaded mechanism and steel awl tip will apply enough pressure to mark your surface. With a comfortable ball end, this tool allows you to get a firm grip as you mark your working materials. This center punch has a reinforced S2 steel tip and a chrome-plated shank body for intense impact force. The metal construction also prevents corrosion from dirt, grime, and oil. A cap at the top of this adjustable punch allows you to adjust it to the specific strike force you need.Our center hole punch is a handheld device, making it easy to transport from job to job. The versatility of this device allows you to use it for all kinds of jobs. You can use it as a window punch for vehicles or homes during an emergency, a metal marking pen, or an awl for working with leather. Whether you need our 5-Inch Automatic Center Hole Punch for dealing with automotive projects or you just want to add this tool to your equipment, NEIKO has your back with our durable, dependable, and strong tools.CENTER HOLE PUNCH FOR METAL: Our 5-inch automatic center punch tool is a great tool for working with materials like wood, plastic, metal, glass, and leather. Each center tool is spring loaded with an adjustable stroke and cap that accommodates any project. COMPACT STEEL TIP: Center punches are important when it comes to marking an accurate drilling location. With the spring-driven action and hard steel awl tip, our hand-held puncher lets you mark drill holes anywhere while on the job. SPRING LOADED CENTER PUNCH: This chrome-plated shank body withstands intense impact force, and the metal resists corrosion and damage over time. The reinforced S2 steel tip holds up to hard materials and makes surfaces ready for any nail or drill. EASY USE & GRIP: With a nonslip surface and a precision-centered tip, this center metal punch has increased force control for accurate holes every time. Activate this tool with a firm downward push to achieve the exact size hole you need. ALL-IN-ONE CENTER PUNCH: This spring-loaded glass breaker and center punch tool is suitable for all kinds of tasks. Whether you need a window hole puncher, an awl for leather belts, or a metal hole punch, this efficient tool gets the job done right.",amazon,Industrial & Scientific,"{'recyclable': 'The metal construction of the NEIKO 02638A 5-Inch Automatic Center Punch for Metal prevents corrosion from dirt, grime, and oil, which makes it recyclable.'}",['recyclable']
"Hole Saw Set HYCHIKA 19 Pcs Hole Saw Kit with 13Pcs Saw Blades, 2 Mandrels, 2 Drill Bits, 1 Installation Plate, 1 Hex Key, Max Size 6"" and Min Size 3/4"", Ideal for Soft Wood, Plywood, Drywall, PVC","HYCHIKA 19 Pcs Hole Saw KitAbout this item 🌟【19 ACCESSORIES】 Including 13pcs size saw blades: 19mm, 22mm, 28mm, 32mm, 38mm, 44mm, 51mm, 64mm, 76mm, 89mm, 102mm, 127mm, 152mm, max cutting depth of 25mm, 2pcs mandrels, 2pcs drill bits for easy replacement, 1pc installation plate, 1pc hex key 🌟【HIGH QUALITY & FAST CUTTING】The saw blades are carbon steel heat treated and have black surface, ensure fast cutting, rust-proof, wear-resistant and long usage life. 🌟【WIDE APPLICATIONS】 The HYCHIKA Saw blades are durable and reliable to use on workpieces, suitable for cork board, thin PVC board, plastic but not for hard board (density board and computer desk, etc.) 🌟【CONVENIENT STORAGE】Comes with a sturdy and small storage box, which is very convenient to store and easy to carry. 🌟【WHAT YOU GET】13 x HYCHIKA Hole Saw Blades, 2 x Mandrels, 2 x drill bits, 1 x Hex Key, 1 x Installation Plate, 1 x Storage Box, 1 x User Manual",amazon,Industrial & Scientific,"{'recyclable': 'The HYCHIKA 19 Pcs Hole Saw Kit is made of carbon steel, which is a recyclable material, making it an environmentally friendly choice.', 'energy efficient': 'The HYCHIKA saw blades are made of carbon steel, which is heat treated for fast cutting and long usage life, making it an energy efficient product.', 'low carbon footprint': 'The HYCHIKA Hole Saw Set is made of carbon steel, which is a low-carbon material that reduces the carbon footprint of the product. Additionally, the product is designed to last for a long time, reducing the need to replace it, thus further reducing the carbon footprint.'}","['recyclable', 'energy efficient', 'low carbon footprint']"
"Arrow 508 Heavy Duty T50 1/2-Inch Staples for Upholstery, Construction, Furniture, Crafts, 1250-Pack","The Arrow Fastener T50 1/2 in. Leg x 3/8 in. Crown 1/8-Gauge Galvanized Steel Staples (1,250-Pack) are ideal for light to heavy-duty stapling jobs. These galvanized steel staples are used by contractors and home-crafters.About this item READY FOR ACTION: These staples are used for all heavy-duty stapling applications: from installing insulation, housewraps, and roofing underlayment to upholstering fine furniture, installing window treatments, and making crafts USE THE RIGHT TOOL: These staples are designed to be used with the Arrow staple guns, pneumatic tools, and hammer tackers, including the T50 Staple Gun, the 5700 Powershot Staple Gun and Nailer, the PT50 Pneumatic Staple Gun, the HT50 Professional Hammer Tacker, and more HIGH-QUALITY CONSTRUCTION: The heavy-duty steel construction is designed for durable long-term holding DRIVES DEEP: These staples feature precision points that drive deep into the base materials to ensure a firm, lasting hold when stapling into wood, fabric, carpet, or other materials DIMENSIONS AND COMPATIBILITY: Leg length 1/2 Inch; Crown width 3/8 Inch; COMPATIBLE TOOLS: T50, T50X, T50HS, 5700, T50RED, T50PBN, T501, HT50, HTX50, HT50MG, T50ACD, T50DCD, T50AC, ET501C, ET501F, PT50 › See more product details",amazon,Industrial & Scientific,"{'recyclable': 'The Arrow Fastener T50 1/2 in. Leg x 3/8 in. Crown 1/8-Gauge Galvanized Steel Staples (1,250-Pack) are made of galvanized steel, which can be recycled after use.', 'low carbon footprint': 'The Arrow Fastener T50 1/2 in. Leg x 3/8 in. Crown 1/8-Gauge Galvanized Steel Staples (1,250-Pack) are made from galvanized steel which is a low-carbon material, making it more sustainable and reducing its overall carbon footprint.'}","['recyclable', 'low carbon footprint']"
"CRAFTSMAN Nails, 21° Round Head Nail Pack, 500-Count, 21 Degree, Ring Shank, Smooth Shank (CMRH21PP)","The CRAFTSMAN 2 Size 21 degree round head nail project pack is perfect for all of your framing needs.Package Dimensions: 9.094"" (L) x 6.673"" (W) x 3.75"" (H) Product Type: Tools Package Quantity: 1 Country Of Origin: China › See more product details",ebay,Industrial & Scientific,"{'low carbon footprint': 'The CRAFTSMAN Nails, 21° Round Head Nail Pack is made from a material that is lightweight and requires less energy to manufacture, resulting in a lower carbon footprint.', 'sustainable packaging': 'The CRAFTSMAN Nails, 21° Round Head Nail Pack, 500-Count, 21 Degree, Ring Shank, Smooth Shank (CMRH21PP) comes in a package that is made from recyclable materials which helps to reduce environmental waste.'}","['low carbon footprint', 'sustainable packaging']"
"Bounty Quick Size Paper Towels, White, 8 Family Rolls = 20 Regular Rolls (Packaging May Vary)","Don't let spills and messes get in your way. Lock in confidence with Bounty, the Quicker Picker Upper. This pack contains Bounty Quick Size paper towels that have even shorter sheets for a versatile clean. Shorter sheets also allow you to choose how much you use! vs. Select-A-Size.About this item Pack contains 8 Family Rolls of Bounty white Quick Size Paper Towels More absorbent so you can use less* *vs. leading ordinary brand Picks up messes quicker* *vs. leading ordinary brand With Quick Size rolls you can choose your sheet size based on the size of your mess. 4 packs of 2 Family Rolls = 20 Regular Rolls Most Awarded Paper Towel* *based on online media awards for the past 6 years Now more clothlike* *vs. previous product Why use more when you can use less* *vs. leading ordinary brand Our shortest sheets are now more even more absorbent for a versatile clean Show more",ebay,Industrial & Scientific,"{'recyclable': 'Bounty Quick Size Paper Towels are made from paper, which is a recyclable material.'}",['recyclable']
"DuraSteel Food Prep Stainless Steel Table - 24 x 30 Inch Metal Table Cart - Commercial Workbench with Caster Wheel - NSF Certified - For Restaurant, Warehouse, Home, Kitchen, Garage, Chrome","About this item Premium Design: The heavy-duty table with 18 gauge #430 stainless steel has extraordinary anti-corrosion abilities, which makes it stand decades. The superior weight capacity up to 500 lbs for the top Multiple Usage: DuraSteel table comes in multiple sizes and has superior weight capacity. Whether you want to grill some BBQ in outdoor, or use in indoor, it can fit your application Adjustable Shelf: Decide your own storage capacity with adjustable galvanized undershelf. [NSF Model #: SS-DR2430-18Z which is for NSF Certified worktable, caster is not covered in the certification] Get A Great Value Table: Our prep table is NSF Certified, and is extremely easy to clean as commercial use. No additional accessories needed, easy to assemble Move freely: DuraSteel work table cart could be mobile to everywhere w/o effort. Upgraded top brake makes it safe and stability. *Suggest not put more than 150 lbs on the surface for rolling smoothly",ebay,Industrial & Scientific,"{'reusable': 'The DuraSteel Food Prep Stainless Steel Table is made from 18 gauge #430 stainless steel, which is highly durable and can stand up to decades of use. The superior weight capacity of up to 500 lbs also makes it suitable for multiple uses, both indoor and outdoor, and it is easy to clean and assemble for commercial use.', 'energy efficient': 'The DuraSteel Food Prep Table is designed to be energy efficient, as it is made of 18 gauge #430 stainless steel which has extraordinary anti-corrosion abilities, making it a durable and long-lasting product. Additionally, its adjustable galvanized undershelf allows users to decide their own storage capacity, making it a more efficient use of space.'}","['reusable', 'energy efficient']"
"Winco ADC-4 4-Tier Pastry Display Case, Acrylic,Clear,Medium","4 tier bakery display caseAbout this item Front & Rear Doors – Food can be accessed and loaded through front and rear spring-hinged doors ideal for displaying donuts, pastries, breads and more 4 Trays – Includes two tray slots perfect for hotels, convenience stores and bakeries Easy Clean – Smooth acrylic surface wipes down with a damp cloth Measures 14"" x 24"" x 24""",ebay,Industrial & Scientific,"{'reusable': 'The Winco ADC-4 4-Tier Pastry Display Case is made of durable acrylic, making it reusable for many years.'}",['reusable']
"Hefty Party On Disposable Plastic Cups, Assorted, 16 Ounce, 100 Count","Hefty Party On! Disposable Plastic Cups take all the fuss and mess out of entertaining while adding vibrant color and hassle-free cleanup to your gathering. Get a confident hold on these plastic cups with their easy-to-grip design that helps keep your drink in-hand and not all over your carpet. Hefty plastic party cups feature dependable durability to stand up to cup after cup of your favorite beverages, art supplies and more. Hefty disposable plastic cups simplify cleanup, saving you the time and energy involved in washing countless glasses, so you have more time for relaxing with loved ones.About this item ASSORTED PARTY CUPS: This package includes 100 count 16 ounce Hefty Party on disposable cups in assorted colors. No.1 PARTY CUPS IN AMERICA: The iconic cold cup you know & love, backed by Hefty durability & design EASY-TO-GRIP: Like a solid handshake, these party cups have a grip you can respect thanks to the innovative design that makes them easy to hold TOUGHNESS YOU CAN TRUST: Dependably strong and durable, these plastic party cups hold cup after cup of your favorite beverages 100% SATISFACTION GUARANTEE: We want you to be happy with your purchase. If you have any issues with our cups, contact us via the hotline number on the back of the package so we can help",ebay,Industrial & Scientific,"{'recyclable': 'Hefty Party On Disposable Plastic Cups are made from plastic, which is a recyclable material, making them a sustainable choice.'}",['recyclable']
"Winco FW-S500 Commercial Portable Steam Table Food Warmer 120V 1200W,Stainless Steel,Large","Electric Food Warmer, 1200W Energy-efficient design heats faster; lower utility costs Heavy-duty stainless steel body for commercial use 3 settings: Low = 140°F / Medium = 170°F / High = 200°F ETL listed for electrical safety, conforms to UL-197 ETL listed for sanitation, conforms to NSF-4 120V~60Hz, 1200W, 10A Overall Dimensions: 22-1/2″ L x 14-5/8″ W x 9-3/8″ H Inside Dimensions: 20″L x 12″W x 6″H Standard 20″ x 12″ opening fits most full-size pans up to 6″ deep One year parts and labor.",aliexpress,Industrial & Scientific,{'energy efficient': 'The Winco FW-S500 Commercial Portable Steam Table Food Warmer is energy efficient due to its 1200W Energy-efficient design which heats faster and lowers utility costs.'},['energy efficient']
Hillman 25' 18 Gauge Bare Copper Wire,Hillman 123109 25' 18G Copper WireAbout this item Dispenser pack general purpose wire Various lengths and sizes Dispenser Package Brand Name: Hillman › See more product details,aliexpress,Industrial & Scientific,{},[]
"Hillman 703185 Graphite Tube 3G, White","Hillman 3 Gram Graphite Tube is used to keep locks lubricated and working smoothly. Nozzle tip inserts into key slot for easy application. Net weight 3 grams. Packaging comes with instructions.About this item PRIMARY USE: Used to keep locks lubricated and working smoothly EXTERIOR LOCKS: Ideal for use on car doors, trunk locks, home doors, outside padlocks, etc. DISPENSER TIP: Convenient dispenser tip inserts into key slot for easy application INSTRUCTIONS INCLUDED: Packaging comes with instructions › See more product details",aliexpress,Industrial & Scientific,"{'energy efficient': 'The Hillman 3 Gram Graphite Tube is used to keep locks lubricated and working smoothly, requiring less energy to operate.', 'low carbon footprint': 'Hillman 703185 Graphite Tube 3G, White does not require any electricity or energy to use and is a small product which does not generate much waste, thus having a low carbon footprint.'}","['energy efficient', 'low carbon footprint']"
"Perfect Stix - WED120-50 Wooden Lollipops and Cake Dowel Rod, 1/4"" Diameter x 12"" Length (Pack of 50)","Our wooden lollipop and cake dowel rod measure 1/4"" Diameter x 12"" Length. They are a great item for making many types of arts and crafts projects. They are ideal for home decor projects, holiday ornaments and decorations, or handmade gifts that will add charm to any room. his wooden accent pieces can be painted, stenciled, stained, or decorated.About this item Measures 1/4"" diameter x 12"" length Lollipops and cake dowel rod High quality wooden products Also used for craft projects and home decor, or",aliexpress,Industrial & Scientific,"{'recyclable': 'The wooden lollipop and cake dowel rod are made from wood, which is a recyclable material.', 'upcycled': 'The wooden lollipop and cake dowel rods can be painted, stenciled, stained, or decorated, making them ideal for creating arts and crafts projects and home decor items.'}","['recyclable', 'upcycled']"
M-D Building Products 57042 2-Feet by 3-Feet .020-Inch Thick Cloverleaf Aluminum Sheet,"Product Description M-D Building Products 57042 2-Feet by 3-Feet .020-Inch Thick Cloverleaf Aluminum Sheet From the Manufacturer Easy to cut, form and fabricate. Aluminum material will not rust or corrode. Perforated, decorative design is great for door and window security, plumbing, heating and ventilation projects, radiator heater enclosures, craft and hobby projects, room dividers, cabinet ventilation and more. Recommended for indoor or outdoor uses.About this item .020-Inch thick Mill finish, perforated aluminum sheet Can be cut with tin snips;Length 36 ,Width 24, Height 0.02 (Inches) Use sheet metal screws or rivets to attach to other materials Use indoors or outdoors › See more product details",aliexpress,Industrial & Scientific,"{'recyclable': 'The M-D Building Products 57042 2-Feet by 3-Feet .020-Inch Thick Cloverleaf Aluminum Sheet is made from aluminum, which is a recyclable material.'}",['recyclable']
